claim_id,worker_id,baseline_hourly_income,actual_hourly_income,earnings_drop_ratio,disruption_hours,active_hours_during_disruption,orders_completed_during_disruption,avg_orders_per_hour,gps_zone_match,distance_from_zone_center,past_claim_count,claim_frequency,approval_ratio,zone_risk_score,disruption_type
268,368,114.94,35.2,0.6938,6,6,3,0.5,1,0.92,0,0.0,1.0,0.8,weather
269,369,103.49,18.66,0.8197,5,5,3,0.6,1,1.91,2,0.0571,1.0,0.66,curfew
270,370,139.36,0.0,1.0,5,1,0,0.0,1,1.54,6,0.75,0.1667,0.5,weather
271,371,107.86,39.98,0.6293,4,4,3,0.75,1,1.16,1,0.1111,1.0,0.83,weather
272,372,102.59,32.13,0.6868,4,4,2,0.5,1,2.65,2,0.0465,1.0,0.61,curfew
273,373,138.33,21.4,0.8453,4,4,2,0.5,0,21.94,4,1.3333,0.5,0.22,aqi
274,374,98.14,32.5,0.6688,3,3,3,1.0,1,2.8,2,0.0952,1.0,0.46,weather
275,375,139.71,32.84,0.7649,5,5,3,0.6,1,1.72,2,0.05,1.0,0.53,aqi
276,376,128.02,36.4,0.7157,3,3,0,0.0,1,1.51,1,0.0196,1.0,0.75,aqi
277,377,109.64,10.07,0.9082,6,6,0,0.0,1,2.33,2,0.0606,1.0,0.73,aqi
278,378,103.07,22.89,0.7779,6,6,1,0.1667,1,1.74,1,0.0417,1.0,0.57,curfew
279,379,143.65,100.49,0.3005,6,6,4,0.6667,1,0.05,2,0.25,0.0,0.47,weather
280,380,149.51,22.83,0.8473,3,3,1,0.3333,1,2.71,0,0.0,1.0,0.84,aqi
281,381,94.95,96.58,0.0,5,5,5,1.0,1,0.03,3,0.6,0.3333,0.36,weather
282,382,97.96,14.52,0.8518,6,6,2,0.3333,0,10.19,2,0.3333,0.0,0.38,aqi
283,383,133.85,12.05,0.91,6,6,2,0.3333,0,17.35,3,0.6,0.3333,0.41,weather
284,384,94.1,26.9,0.7141,4,4,1,0.25,1,1.6,0,0.0,1.0,0.71,weather
285,385,141.6,12.6,0.911,6,6,0,0.0,1,0.85,2,0.1818,1.0,0.77,aqi
286,386,137.46,17.43,0.8732,5,5,0,0.0,1,1.12,2,0.0476,1.0,0.76,aqi
287,387,140.87,29.75,0.7888,3,3,2,0.6667,1,1.01,2,0.0476,1.0,0.49,aqi
288,388,137.03,33.81,0.7533,3,3,1,0.3333,1,1.74,0,0.0,1.0,0.65,curfew
289,389,146.04,75.28,0.4845,3,3,8,2.6667,1,0.21,3,0.3333,0.3333,0.48,weather
290,390,105.73,10.8,0.8979,3,3,1,0.3333,0,28.97,6,0.8571,0.3333,0.35,aqi
291,391,94.95,26.1,0.7251,6,6,1,0.1667,1,1.19,0,0.0,1.0,0.66,weather
292,392,122.18,21.72,0.8222,4,4,0,0.0,1,1.28,2,0.0645,1.0,0.88,weather
293,393,96.96,94.49,0.0255,3,3,4,1.3333,1,0.15,2,0.6667,0.0,0.38,weather
294,394,121.38,33.49,0.7241,5,5,2,0.4,1,0.92,2,0.1667,1.0,0.79,aqi
295,395,136.29,10.88,0.9202,3,3,3,1.0,1,1.18,1,0.125,1.0,0.76,curfew
296,396,117.31,20.8,0.8227,6,6,3,0.5,1,2.65,1,0.0714,1.0,0.48,weather
297,397,103.7,25.26,0.7564,3,3,0,0.0,1,2.65,0,0.0,1.0,0.42,aqi
298,398,100.74,38.81,0.6148,4,4,0,0.0,1,1.88,2,0.0408,1.0,0.73,weather
299,399,144.95,19.6,0.8648,6,6,0,0.0,1,1.93,2,0.1818,1.0,0.74,weather
300,400,147.24,12.07,0.918,3,3,3,1.0,1,2.67,1,0.0435,1.0,0.44,aqi
301,401,123.83,82.16,0.3365,4,4,8,2.0,1,0.12,6,1.0,0.5,0.5,weather
302,402,99.03,37.97,0.6166,4,4,0,0.0,1,1.08,2,0.0769,1.0,0.82,weather
303,403,135.54,21.29,0.8429,3,3,2,0.6667,1,0.76,0,0.0,1.0,0.61,weather
304,404,132.7,12.79,0.9036,4,4,1,0.25,1,2.74,1,0.027,1.0,0.75,aqi
305,405,124.85,25.16,0.7985,3,3,3,1.0,1,0.69,0,0.0,1.0,0.62,weather
306,406,141.05,37.78,0.7322,5,5,3,0.6,1,2.25,1,0.0196,1.0,0.56,aqi
307,407,98.17,33.1,0.6628,4,4,0,0.0,1,0.89,1,0.0714,1.0,0.63,aqi
308,408,117.12,19.27,0.8355,5,5,1,0.2,0,11.81,6,1.2,0.0,0.19,aqi
309,409,113.77,71.96,0.3675,4,4,6,1.5,1,0.13,2,0.6667,0.0,0.44,weather
310,410,97.29,11.23,0.8846,3,3,1,0.3333,0,12.61,4,0.5714,0.5,0.35,weather
311,411,145.05,12.25,0.9155,5,5,0,0.0,1,0.99,1,0.0222,1.0,0.8,weather
312,412,97.35,38.27,0.6069,5,5,0,0.0,1,0.92,1,0.025,1.0,0.81,aqi
313,413,130.99,15.18,0.8841,6,6,1,0.1667,1,2.77,1,0.0476,1.0,0.62,weather
314,414,107.71,0.0,1.0,4,4,0,0.0,1,1.78,2,0.25,0.0,0.21,weather
315,415,127.85,34.07,0.7335,4,4,0,0.0,1,2.97,1,0.0204,1.0,0.64,aqi
316,416,113.3,15.39,0.8642,5,5,2,0.4,1,1.99,1,0.2,1.0,0.43,aqi
317,417,148.44,13.0,0.9124,4,4,1,0.25,1,1.17,0,0.0,1.0,0.78,weather
318,418,111.29,35.18,0.6839,6,6,1,0.1667,1,0.94,1,0.0244,1.0,0.8,curfew
319,419,132.21,20.55,0.8446,3,3,1,0.3333,1,1.91,1,0.0625,1.0,0.67,weather
320,420,93.37,28.05,0.6996,3,3,0,0.0,1,1.82,1,0.25,1.0,0.86,weather
321,421,133.02,37.56,0.7176,5,5,2,0.4,1,0.65,2,0.1538,1.0,0.75,weather
322,422,147.63,21.21,0.8563,5,5,3,0.6,1,1.97,1,0.04,1.0,0.56,weather
323,423,137.51,38.82,0.7177,6,6,2,0.3333,1,0.94,2,0.0513,1.0,0.84,curfew
324,424,129.93,34.43,0.735,4,4,3,0.75,1,1.27,1,0.0208,1.0,0.46,curfew
325,425,91.94,0.0,1.0,6,5,0,0.0,1,0.7,3,0.3,0.0,0.47,weather
326,426,104.28,39.47,0.6215,3,3,1,0.3333,1,2.09,2,0.2222,1.0,0.74,curfew
327,427,90.68,16.29,0.8204,6,6,0,0.0,1,1.38,2,0.2,1.0,0.4,aqi
328,428,148.15,36.54,0.7534,6,6,3,0.5,1,2.7,2,0.0769,1.0,0.59,aqi
329,429,99.76,12.21,0.8776,4,4,0,0.0,1,1.24,1,0.0417,1.0,0.88,weather
330,430,99.65,12.25,0.8771,6,6,0,0.0,1,1.34,1,0.0233,1.0,0.75,aqi
331,431,126.44,23.03,0.8179,4,4,0,0.0,1,0.75,0,0.0,1.0,0.6,curfew
332,432,129.64,18.92,0.8541,5,5,0,0.0,1,0.62,2,0.05,1.0,0.82,weather
333,433,95.26,102.96,0.0,3,3,8,2.6667,1,0.24,2,1.0,0.0,0.17,aqi
334,434,140.63,19.25,0.8631,6,6,3,0.5,1,1.68,1,0.0217,1.0,0.45,curfew
335,435,143.13,21.08,0.8527,5,5,3,0.6,1,0.61,1,0.0312,1.0,0.53,aqi
336,436,135.13,30.02,0.7778,4,4,0,0.0,1,2.17,1,0.0263,1.0,0.89,curfew
337,437,140.45,34.55,0.754,3,3,3,1.0,1,2.91,1,0.0213,1.0,0.69,weather
338,438,113.69,35.62,0.6867,3,3,0,0.0,1,1.76,2,0.0541,1.0,0.74,curfew
339,439,146.94,13.34,0.9092,6,6,1,0.1667,0,26.17,2,0.6667,0.0,0.13,aqi
340,440,140.05,17.74,0.8733,4,4,0,0.0,1,0.72,1,0.0256,1.0,0.68,aqi
341,441,137.19,28.69,0.7909,3,3,3,1.0,1,0.78,0,0.0,1.0,0.68,curfew
342,442,145.5,26.88,0.8153,3,3,0,0.0,1,2.46,1,0.0263,1.0,0.84,aqi
343,443,124.32,24.19,0.8054,6,6,1,0.1667,1,1.19,2,0.1538,1.0,0.7,curfew
344,444,143.37,19.94,0.8609,6,6,1,0.1667,1,0.62,1,0.0294,1.0,0.85,weather
345,445,108.66,35.29,0.6752,5,5,0,0.0,1,2.93,0,0.0,1.0,0.55,curfew
346,446,106.17,22.5,0.7881,5,5,0,0.0,1,0.97,1,0.0588,1.0,0.77,curfew
347,447,120.92,14.77,0.8779,3,3,2,0.6667,1,2.27,0,0.0,1.0,0.79,curfew
348,448,100.42,36.26,0.6389,3,3,1,0.3333,1,2.59,0,0.0,1.0,0.63,aqi
349,449,112.1,23.93,0.7865,5,5,3,0.6,1,2.09,2,0.1818,1.0,0.42,aqi
350,450,100.66,36.11,0.6413,6,6,2,0.3333,1,1.36,2,0.1,1.0,0.82,weather
351,451,92.98,35.61,0.617,6,6,1,0.1667,1,2.64,0,0.0,1.0,0.74,aqi
352,452,141.88,39.01,0.725,3,3,0,0.0,1,1.69,2,0.1667,1.0,0.49,weather
353,453,132.76,31.28,0.7644,5,5,2,0.4,1,1.56,1,0.0357,1.0,0.63,weather
354,454,125.07,10.22,0.9183,6,6,2,0.3333,1,1.9,2,0.0476,1.0,0.54,curfew
355,455,149.3,95.62,0.3595,3,3,6,2.0,1,0.13,3,0.6,0.0,0.31,weather
356,456,129.63,30.42,0.7653,6,6,0,0.0,1,2.14,1,0.0455,1.0,0.85,aqi
357,457,124.98,39.84,0.6812,3,3,1,0.3333,1,1.36,0,0.0,1.0,0.74,curfew
358,458,120.44,35.36,0.7064,5,5,1,0.2,1,1.23,0,0.0,1.0,0.77,curfew
359,459,146.82,36.99,0.7481,4,4,0,0.0,1,1.06,2,0.1111,1.0,0.84,aqi
360,460,112.3,27.57,0.7545,5,5,3,0.6,1,2.63,0,0.0,1.0,0.83,curfew
361,461,118.33,15.84,0.8661,3,3,0,0.0,1,2.67,2,0.0714,1.0,0.55,weather
362,462,98.24,16.01,0.837,4,4,3,0.75,1,2.97,0,0.0,1.0,0.56,curfew
363,463,119.25,28.93,0.7574,3,3,1,0.3333,1,1.28,0,0.0,1.0,0.63,weather
364,464,124.58,14.75,0.8816,4,4,0,0.0,1,0.82,2,0.0645,1.0,0.61,aqi
365,465,90.28,26.01,0.7119,6,6,2,0.3333,1,2.88,2,0.0833,1.0,0.5,curfew
366,466,131.61,16.89,0.8717,4,4,1,0.25,0,12.05,6,0.6667,0.3333,0.17,weather
367,467,117.36,25.61,0.7818,5,5,2,0.4,1,1.58,0,0.0,1.0,0.57,aqi
368,468,99.89,37.21,0.6275,4,4,3,0.75,1,0.55,2,0.1111,1.0,0.89,weather
369,469,97.39,31.33,0.6783,4,4,0,0.0,1,1.44,1,0.0227,1.0,0.79,curfew
370,470,96.49,0.0,1.0,3,1,0,0.0,1,0.19,5,2.5,0.6,0.25,aqi
371,471,102.33,30.57,0.7013,4,4,0,0.0,1,1.25,0,0.0,1.0,0.73,aqi
372,472,115.13,36.96,0.679,4,4,0,0.0,1,1.21,1,0.1,1.0,0.5,weather
373,473,111.48,22.29,0.8001,4,4,1,0.25,1,0.6,0,0.0,1.0,0.74,aqi
374,474,90.76,12.67,0.8604,3,3,0,0.0,1,2.59,1,0.0217,1.0,0.47,weather
375,475,133.41,13.04,0.9023,3,3,2,0.6667,1,2.11,1,0.0303,1.0,0.53,weather
376,476,141.13,17.2,0.8781,4,4,2,0.5,0,18.52,2,1.0,0.0,0.1,weather
377,477,109.72,36.84,0.6642,4,4,2,0.5,1,2.7,1,0.1111,1.0,0.81,weather
378,478,106.31,85.43,0.1964,6,6,7,1.1667,1,0.4,2,0.6667,0.0,0.38,weather
379,479,96.22,37.34,0.6119,4,4,3,0.75,1,2.51,1,0.0213,1.0,0.49,aqi
380,480,141.75,36.4,0.7432,3,3,1,0.3333,1,1.71,0,0.0,1.0,0.84,aqi
381,481,108.85,0.0,1.0,5,5,0,0.0,1,1.56,6,0.6,0.1667,0.49,aqi
382,482,115.97,31.8,0.7258,3,3,3,1.0,1,1.36,2,0.0426,1.0,0.59,curfew
383,483,90.7,38.03,0.5807,3,3,3,1.0,1,2.63,0,0.0,1.0,0.78,aqi
384,484,93.02,16.68,0.8207,5,5,3,0.6,1,1.51,0,0.0,1.0,0.63,curfew
385,485,116.82,13.56,0.8839,6,6,3,0.5,1,2.36,0,0.0,1.0,0.6,weather
386,486,139.55,33.75,0.7582,3,3,2,0.6667,1,2.73,0,0.0,1.0,0.73,aqi
387,487,139.52,34.5,0.7527,5,5,3,0.6,1,1.33,2,0.0465,1.0,0.64,curfew
388,488,96.84,32.78,0.6615,6,6,1,0.1667,1,0.51,2,0.0769,1.0,0.88,aqi
389,489,132.13,11.37,0.9139,5,5,1,0.2,1,1.73,2,0.0408,1.0,0.76,weather
390,490,101.25,37.91,0.6256,4,4,3,0.75,1,1.04,2,0.125,1.0,0.57,aqi
391,491,117.44,93.57,0.2033,3,3,8,2.6667,1,0.07,2,0.25,0.0,0.32,aqi
392,492,145.46,33.43,0.7702,6,6,1,0.1667,1,2.23,2,0.1333,1.0,0.81,weather
393,493,120.25,21.54,0.8209,5,5,1,0.2,1,1.18,1,0.04,1.0,0.63,weather
394,494,122.87,0.0,1.0,5,3,0,0.0,1,1.45,3,0.3333,0.0,0.18,aqi
395,495,148.88,29.5,0.8019,4,4,1,0.25,1,1.76,2,0.0417,1.0,0.56,weather
396,496,124.97,38.28,0.6937,6,6,3,0.5,1,2.19,1,0.0263,1.0,0.84,aqi
397,497,91.52,14.36,0.8431,3,3,0,0.0,1,1.0,0,0.0,1.0,0.89,curfew
398,498,131.44,18.85,0.8566,3,3,0,0.0,1,1.4,0,0.0,1.0,0.71,curfew
399,499,134.54,26.84,0.8005,4,4,1,0.25,1,1.78,1,0.0208,1.0,0.75,weather
400,500,114.99,33.64,0.7075,6,6,2,0.3333,1,2.91,0,0.0,1.0,0.77,weather
401,501,139.8,37.34,0.7329,6,6,2,0.3333,1,2.39,2,0.0526,1.0,0.7,curfew
402,502,116.93,39.5,0.6622,5,5,0,0.0,1,0.97,2,0.1333,1.0,0.66,aqi
403,503,105.85,0.0,1.0,5,2,0,0.0,1,1.21,2,0.4,0.0,0.29,weather
404,504,93.05,0.0,1.0,5,5,0,0.0,1,1.7,5,1.0,0.4,0.13,aqi
405,505,121.24,33.59,0.7229,4,4,1,0.25,1,1.54,1,0.0263,1.0,0.45,weather
406,506,109.86,18.81,0.8288,5,5,3,0.6,1,2.99,2,0.0385,1.0,0.4,curfew
407,507,144.27,28.41,0.8031,4,4,1,0.25,1,2.9,1,0.0213,1.0,0.59,weather
408,508,91.48,25.51,0.7211,5,5,2,0.4,1,1.79,1,0.0278,1.0,0.64,aqi
409,509,109.22,12.47,0.8858,4,4,0,0.0,1,0.92,2,0.0526,1.0,0.4,weather
410,510,141.9,22.73,0.8398,4,4,0,0.0,1,1.01,2,0.0417,1.0,0.79,curfew
411,511,134.81,14.61,0.8916,3,3,3,1.0,1,2.29,0,0.0,1.0,0.44,weather
412,512,124.5,16.83,0.8648,3,3,2,0.6667,1,1.52,2,0.0625,1.0,0.6,aqi
413,513,90.35,0.0,1.0,3,3,0,0.0,1,1.27,2,0.2,0.0,0.24,weather
414,514,126.39,18.45,0.854,5,5,3,0.6,1,1.45,0,0.0,1.0,0.64,curfew
415,515,137.81,35.48,0.7425,6,6,2,0.3333,1,2.9,1,0.0769,1.0,0.74,curfew
416,516,123.21,26.65,0.7837,3,3,0,0.0,1,0.6,2,0.05,1.0,0.6,curfew
417,517,102.6,32.24,0.6858,5,5,2,0.4,1,1.03,2,0.0444,1.0,0.47,weather
418,518,101.66,15.44,0.8481,5,5,0,0.0,1,2.63,1,0.0256,1.0,0.72,weather
419,519,105.04,15.92,0.8484,3,3,3,1.0,1,2.88,0,0.0,1.0,0.74,weather
420,520,109.07,19.01,0.8257,3,3,2,0.6667,0,23.87,6,2.0,0.6667,0.25,aqi
421,521,90.29,17.39,0.8074,4,4,1,0.25,1,2.28,1,0.0222,1.0,0.54,aqi
422,522,117.77,84.35,0.2838,5,5,6,1.2,1,0.24,3,1.5,0.0,0.44,weather
423,523,105.79,36.59,0.6541,4,4,0,0.0,1,2.32,2,0.4,1.0,0.72,curfew
424,524,144.38,26.55,0.8161,4,4,3,0.75,1,2.13,1,0.0769,1.0,0.6,curfew
425,525,98.03,25.03,0.7447,5,5,0,0.0,1,1.49,0,0.0,1.0,0.73,curfew
426,526,116.77,15.37,0.8684,4,4,1,0.25,1,2.34,1,0.0294,1.0,0.42,aqi
427,527,112.17,11.28,0.8994,5,5,1,0.2,1,1.79,1,0.037,1.0,0.63,aqi
428,528,148.84,19.72,0.8675,3,3,2,0.6667,1,2.59,2,0.1,1.0,0.67,weather
429,529,111.92,29.6,0.7355,6,6,0,0.0,1,1.79,0,0.0,1.0,0.66,aqi
430,530,119.21,24.46,0.7948,5,5,0,0.0,1,1.75,1,0.0833,1.0,0.48,weather
431,531,102.69,15.61,0.848,5,5,2,0.4,1,2.01,2,0.1818,1.0,0.52,aqi
432,532,130.51,24.37,0.8133,6,6,1,0.1667,1,2.12,0,0.0,1.0,0.52,weather
433,533,98.08,25.38,0.7412,4,4,1,0.25,1,0.64,0,0.0,1.0,0.66,aqi
434,534,142.71,31.84,0.7769,3,3,2,0.6667,1,2.87,1,0.0588,1.0,0.7,aqi
435,535,103.16,22.32,0.7836,4,4,1,0.25,1,2.49,2,0.1333,1.0,0.73,aqi
436,536,145.34,27.9,0.808,5,5,0,0.0,1,1.07,0,0.0,1.0,0.45,weather
437,537,139.59,28.17,0.7982,6,6,1,0.1667,1,1.69,2,0.0465,1.0,0.42,curfew
438,538,95.59,29.78,0.6885,3,3,0,0.0,1,2.74,2,0.0426,1.0,0.62,aqi
439,539,131.86,22.87,0.8266,3,3,3,1.0,1,2.47,1,0.0357,1.0,0.69,curfew
440,540,115.53,17.64,0.8473,3,3,1,0.3333,1,2.78,1,0.1111,1.0,0.7,curfew
441,541,90.33,32.31,0.6423,4,4,0,0.0,1,1.94,2,0.1818,1.0,0.4,curfew
442,542,114.53,13.2,0.8847,5,5,3,0.6,1,2.13,1,0.05,1.0,0.83,aqi
443,543,149.51,21.92,0.8534,5,5,1,0.2,1,1.53,1,0.0256,1.0,0.49,curfew
444,544,149.31,27.33,0.817,5,5,3,0.6,1,2.34,0,0.0,1.0,0.77,aqi
445,545,96.02,25.25,0.737,4,4,2,0.5,1,2.5,2,0.0465,1.0,0.74,weather
446,546,138.26,34.7,0.749,3,3,3,1.0,1,2.81,0,0.0,1.0,0.43,weather
447,547,133.47,37.92,0.7159,3,3,3,1.0,1,2.03,1,0.027,1.0,0.76,curfew
448,548,119.66,0.0,1.0,4,1,0,0.0,1,0.48,4,0.4444,0.0,0.11,weather
449,549,111.58,29.65,0.7343,3,3,1,0.3333,1,0.72,1,0.0476,1.0,0.58,aqi
450,550,121.06,32.11,0.7348,4,4,0,0.0,1,2.8,1,0.0256,1.0,0.76,curfew
451,551,110.85,34.47,0.689,5,5,1,0.2,1,2.02,1,0.0625,1.0,0.86,curfew
452,552,120.37,92.35,0.2328,4,4,8,2.0,1,0.15,6,3.0,0.3333,0.45,aqi
453,553,123.79,33.1,0.7326,6,6,2,0.3333,1,2.9,2,0.0606,1.0,0.63,curfew
454,554,96.98,12.03,0.876,6,6,1,0.1667,1,2.19,1,0.0556,1.0,0.61,aqi
455,555,132.05,17.9,0.8644,3,3,2,0.6667,1,0.73,2,0.0426,1.0,0.81,weather
456,556,118.59,20.61,0.8262,4,4,2,0.5,1,0.96,2,0.0392,1.0,0.87,weather
457,557,104.09,17.26,0.8342,4,4,2,0.5,1,1.02,0,0.0,1.0,0.82,aqi
458,558,97.19,12.35,0.8729,3,3,3,1.0,1,2.03,2,0.0385,1.0,0.88,aqi
459,559,119.54,39.56,0.6691,5,5,2,0.4,1,1.73,2,0.0385,1.0,0.54,weather
460,560,93.25,33.98,0.6356,4,4,3,0.75,1,2.85,2,0.3333,1.0,0.57,curfew
461,561,148.59,30.95,0.7917,6,6,3,0.5,1,1.29,0,0.0,1.0,0.74,aqi
462,562,111.7,35.86,0.679,5,5,1,0.2,1,1.87,1,0.0526,1.0,0.64,curfew
463,563,119.93,16.32,0.8639,4,4,2,0.5,1,1.41,1,0.0345,1.0,0.63,curfew
464,564,133.25,26.08,0.8043,4,4,2,0.5,0,27.13,3,0.75,0.0,0.29,weather
465,565,98.07,36.8,0.6248,6,6,2,0.3333,1,2.46,1,0.0435,1.0,0.68,curfew
466,566,99.8,0.0,1.0,3,1,0,0.0,1,1.65,2,0.25,0.0,0.4,aqi
467,567,110.65,22.35,0.798,5,5,2,0.4,1,2.67,0,0.0,1.0,0.69,curfew
468,568,148.76,18.54,0.8754,4,4,2,0.5,1,2.18,2,0.0571,1.0,0.62,weather
469,569,117.83,38.7,0.6716,5,5,1,0.2,1,2.1,1,0.04,1.0,0.72,curfew
470,570,94.75,20.31,0.7856,3,3,2,0.6667,1,1.29,2,0.0909,1.0,0.53,curfew
471,571,136.86,38.16,0.7212,6,6,3,0.5,1,1.53,0,0.0,1.0,0.46,weather
472,572,102.63,21.91,0.7865,3,3,0,0.0,1,0.66,2,0.0588,1.0,0.43,aqi
473,573,96.24,28.54,0.7034,3,3,0,0.0,1,2.14,1,0.0357,1.0,0.51,curfew
474,574,97.88,35.16,0.6408,4,4,0,0.0,1,0.59,1,0.0385,1.0,0.83,aqi
475,575,122.91,14.05,0.8857,5,5,1,0.2,1,1.98,2,0.0606,1.0,0.77,curfew
476,576,144.54,24.45,0.8308,5,5,1,0.2,1,2.51,1,0.0312,1.0,0.58,aqi
477,577,90.01,34.46,0.6172,3,3,1,0.3333,1,1.36,2,0.0588,1.0,0.4,aqi
478,578,107.98,32.98,0.6946,6,6,2,0.3333,1,1.99,2,0.5,1.0,0.59,aqi
479,579,113.69,14.9,0.8689,6,6,3,0.5,1,2.57,1,0.0556,1.0,0.44,curfew
480,580,107.08,32.29,0.6984,5,5,2,0.4,1,1.53,0,0.0,1.0,0.47,weather
481,581,106.33,28.68,0.7303,6,6,1,0.1667,1,1.3,0,0.0,1.0,0.88,weather
482,582,106.93,13.75,0.8714,3,3,3,1.0,1,2.32,0,0.0,1.0,0.48,aqi
483,583,108.69,33.98,0.6874,6,6,2,0.3333,1,1.66,1,0.1667,1.0,0.44,weather
484,584,122.59,13.63,0.8888,6,6,2,0.3333,0,26.35,2,2.0,0.0,0.25,aqi
485,585,101.95,32.06,0.6855,3,3,0,0.0,1,1.8,1,0.0588,1.0,0.59,aqi
486,586,127.75,11.27,0.9118,4,4,0,0.0,1,1.13,1,0.0227,1.0,0.5,weather
487,587,148.4,17.08,0.8849,4,4,3,0.75,1,1.31,1,0.0714,1.0,0.69,aqi
488,588,148.13,27.43,0.8148,3,3,3,1.0,1,2.22,1,0.0769,1.0,0.79,weather
489,589,131.16,20.15,0.8464,3,3,0,0.0,1,0.65,0,0.0,1.0,0.75,weather
490,590,148.9,101.54,0.3181,4,4,6,1.5,1,0.4,3,0.375,0.0,0.38,aqi
491,591,143.92,24.56,0.8293,5,5,3,0.6,1,1.9,2,0.0526,1.0,0.65,curfew
492,592,109.42,24.05,0.7802,5,5,1,0.2,1,0.67,1,0.0769,1.0,0.55,aqi
493,593,90.04,29.14,0.6764,6,6,3,0.5,1,2.33,2,0.4,1.0,0.83,curfew
494,594,129.5,26.17,0.7979,3,3,3,1.0,1,0.97,1,0.0213,1.0,0.78,weather
495,595,114.59,19.66,0.8284,5,5,0,0.0,1,1.81,0,0.0,1.0,0.82,weather
496,596,102.12,24.56,0.7595,3,3,0,0.0,1,0.58,1,0.0222,1.0,0.73,curfew
497,597,92.95,16.62,0.8212,5,5,0,0.0,1,0.53,2,0.1176,1.0,0.65,weather
498,598,111.66,32.3,0.7107,3,3,3,1.0,1,2.56,0,0.0,1.0,0.81,aqi
499,599,140.07,12.34,0.9119,3,3,1,0.3333,1,2.9,0,0.0,1.0,0.76,curfew
500,600,121.57,17.46,0.8564,4,4,1,0.25,1,1.9,1,0.0256,1.0,0.77,curfew
501,601,132.15,22.81,0.8274,6,6,0,0.0,1,0.92,2,0.1333,1.0,0.6,aqi
502,602,146.01,37.07,0.7461,6,6,2,0.3333,1,2.61,2,0.0667,1.0,0.62,curfew
503,603,123.79,16.42,0.8674,4,4,2,0.5,1,1.4,1,0.0312,1.0,0.88,weather
504,604,125.75,25.53,0.797,5,5,2,0.4,1,0.52,0,0.0,1.0,0.83,weather
505,605,145.15,25.34,0.8254,5,5,1,0.2,1,0.74,1,0.0303,1.0,0.48,aqi
506,606,103.98,34.33,0.6698,4,4,0,0.0,1,1.93,0,0.0,1.0,0.77,curfew
507,607,100.37,34.77,0.6536,6,6,0,0.0,1,1.99,0,0.0,1.0,0.77,curfew
508,608,145.31,20.03,0.8622,3,3,3,1.0,1,1.54,0,0.0,1.0,0.77,curfew
509,609,93.25,25.73,0.7241,6,6,2,0.3333,1,1.85,1,0.0769,1.0,0.65,weather
510,610,148.26,32.59,0.7802,6,6,0,0.0,1,1.06,1,0.0455,1.0,0.47,aqi
511,611,113.95,0.0,1.0,3,1,0,0.0,1,0.86,3,0.4286,0.0,0.29,weather
512,612,123.67,39.91,0.6773,4,4,1,0.25,1,1.11,1,0.0476,1.0,0.56,curfew
513,613,111.92,77.62,0.3065,6,6,6,1.0,1,0.3,4,4.0,0.0,0.5,aqi
514,614,92.69,34.55,0.6273,6,6,1,0.1667,1,2.21,2,0.1538,1.0,0.83,weather
515,615,146.94,37.8,0.7428,4,4,2,0.5,1,0.53,0,0.0,1.0,0.55,aqi
516,616,122.28,0.0,1.0,4,2,0,0.0,1,1.14,6,1.2,0.5,0.35,weather
517,617,112.6,37.18,0.6698,3,3,0,0.0,1,1.14,1,0.1429,1.0,0.5,curfew
518,618,117.9,38.36,0.6746,3,3,0,0.0,1,1.47,2,0.0952,1.0,0.83,curfew
519,619,91.14,36.02,0.6048,3,3,3,1.0,1,1.08,2,0.0714,1.0,0.89,weather
520,620,142.01,25.95,0.8173,6,6,1,0.1667,1,1.0,2,0.0606,1.0,0.86,weather
521,621,119.4,99.78,0.1643,5,5,4,0.8,1,0.17,4,0.6667,0.5,0.22,aqi
522,622,142.72,36.71,0.7428,5,5,0,0.0,1,2.86,0,0.0,1.0,0.48,aqi
523,623,133.79,25.62,0.8085,3,3,1,0.3333,1,1.54,0,0.0,1.0,0.61,aqi
524,624,116.95,13.95,0.8807,5,5,1,0.2,1,1.95,0,0.0,1.0,0.83,aqi
525,625,115.8,37.27,0.6782,4,4,1,0.25,1,2.14,0,0.0,1.0,0.56,curfew
526,626,101.05,35.19,0.6518,3,3,1,0.3333,1,2.32,1,0.0192,1.0,0.84,aqi
527,627,116.58,38.01,0.674,5,5,2,0.4,1,0.88,0,0.0,1.0,0.47,weather
528,628,126.34,28.37,0.7754,5,5,1,0.2,1,1.08,1,0.2,1.0,0.44,aqi
529,629,128.97,0.0,1.0,6,2,0,0.0,1,1.72,5,0.625,0.2,0.17,weather
530,630,147.01,78.9,0.4633,3,3,5,1.6667,1,0.38,3,1.5,0.3333,0.45,aqi
531,631,143.26,22.83,0.8406,6,6,0,0.0,1,2.02,2,0.0714,1.0,0.56,curfew
532,632,121.24,23.55,0.8058,3,3,0,0.0,1,2.69,2,0.1053,1.0,0.67,curfew
533,633,135.91,0.0,1.0,6,1,0,0.0,1,0.46,5,0.625,0.4,0.41,aqi
534,634,107.67,37.57,0.6511,6,6,1,0.1667,1,1.66,1,0.0222,1.0,0.45,curfew
535,635,114.81,88.04,0.2332,4,4,5,1.25,1,0.23,5,1.25,0.0,0.2,weather
536,636,95.47,31.19,0.6733,3,3,2,0.6667,1,0.71,1,0.0204,1.0,0.76,curfew
537,637,112.72,21.42,0.81,4,4,1,0.25,1,2.78,2,0.05,1.0,0.83,weather
