worker_id,zone_id,vehicle_type,season,recent_disruption_rate,order_volatility,rainfall_mm,temp_c,aqi,risk_score,premium_inr
1906,Delhi_South,car,Summer,0.295,0.418,1.62,41.8,50.0,0.278,31.71
1907,Bengaluru_Urban,three_wheeler,Winter,0.112,0.247,6.79,22.7,139.0,0.21,22.09
1908,Bengaluru_Urban,two_wheeler,Winter,0.371,0.237,6.19,24.3,95.0,0.283,21.34
1909,Delhi_South,car,Monsoon,0.044,0.787,36.58,30.5,50.0,0.417,40.01
1910,Delhi_North,two_wheeler,Normal,0.219,0.349,0.0,24.9,198.0,0.235,19.42
1911,Bengaluru_Urban,two_wheeler,Normal,0.112,0.577,17.15,21.9,131.0,0.318,22.71
1912,Delhi_South,three_wheeler,Normal,0.218,0.45,0.0,23.0,209.0,0.256,24.26
1913,Delhi_South,car,Normal,0.192,0.512,0.0,24.4,218.0,0.26,30.6
1914,Delhi_South,two_wheeler,Monsoon,0.12,0.413,13.58,34.3,50.0,0.273,20.92
1915,Chennai_Urban,two_wheeler,Winter,0.235,0.174,7.51,26.7,58.0,0.235,19.41
1916,Chennai_Urban,three_wheeler,Summer,0.495,0.356,5.2,26.5,55.0,0.341,28.35
1917,Delhi_North,two_wheeler,Normal,0.433,0.252,0.0,28.3,209.0,0.28,21.21
1918,Delhi_South,car,Monsoon,0.185,0.415,10.74,28.1,50.0,0.281,31.89
1919,Chennai_Urban,three_wheeler,Winter,0.272,0.382,1.24,25.9,41.0,0.263,24.62
1920,Chennai_Urban,car,Normal,0.237,0.226,2.14,29.1,101.0,0.225,28.49
1921,Bengaluru_Urban,three_wheeler,Monsoon,0.167,0.342,10.96,26.0,126.0,0.262,24.59
1922,Bengaluru_Urban,three_wheeler,Monsoon,0.219,0.441,27.81,29.5,53.0,0.365,29.53
1923,Delhi_South,three_wheeler,Winter,0.155,0.69,0.0,19.5,394.0,0.331,27.9
1924,Chennai_Urban,three_wheeler,Monsoon,0.182,0.68,35.41,33.6,111.0,0.432,32.75
1925,Bengaluru_Urban,two_wheeler,Winter,0.372,0.271,1.15,27.1,131.0,0.27,20.81
1926,Delhi_South,two_wheeler,Summer,0.416,0.732,1.76,43.1,50.0,0.4,26.0
1927,Bengaluru_Urban,two_wheeler,Monsoon,0.357,0.501,21.14,26.0,119.0,0.392,25.68
1928,Delhi_North,car,Winter,0.267,0.161,0.0,6.0,304.0,0.214,27.85
1929,Bengaluru_Urban,three_wheeler,Winter,0.275,0.291,4.28,24.7,134.0,0.258,24.38
1930,Delhi_North,car,Winter,0.089,0.678,0.0,13.9,331.0,0.278,31.68
1931,Chennai_Urban,two_wheeler,Normal,0.399,0.163,11.74,26.9,56.0,0.299,21.97
1932,Chennai_Urban,three_wheeler,Summer,0.371,0.674,40.13,27.2,54.0,0.507,36.32
1933,Bengaluru_Urban,two_wheeler,Summer,0.124,0.179,3.03,28.5,102.0,0.185,17.4
1934,Delhi_North,two_wheeler,Normal,0.211,0.109,0.0,28.7,224.0,0.185,17.41
1935,Delhi_South,two_wheeler,Winter,0.237,0.253,0.0,10.4,325.0,0.234,19.37
1936,Delhi_South,three_wheeler,Normal,0.467,0.452,0.0,25.6,243.0,0.331,27.87
1937,Chennai_Urban,car,Monsoon,0.398,0.206,41.03,34.5,110.0,0.425,40.48
1938,Delhi_South,car,Winter,0.369,0.451,0.0,19.0,349.0,0.326,34.54
1939,Delhi_North,three_wheeler,Normal,0.26,0.08,0.0,24.7,150.0,0.194,21.31
1940,Delhi_North,car,Monsoon,0.184,0.389,35.69,33.7,50.0,0.376,37.54
1941,Chennai_Urban,car,Normal,0.331,0.729,0.72,25.2,92.0,0.348,35.87
1942,Delhi_North,two_wheeler,Normal,0.045,0.375,0.0,30.1,153.0,0.188,17.54
1943,Bengaluru_Urban,three_wheeler,Summer,0.306,0.213,2.86,20.5,103.0,0.246,23.8
1944,Delhi_South,three_wheeler,Winter,0.289,0.379,0.0,15.8,348.0,0.286,25.75
1945,Delhi_North,three_wheeler,Summer,0.166,0.56,2.63,45.7,50.0,0.347,28.66
1946,Delhi_South,three_wheeler,Monsoon,0.271,0.367,30.78,34.6,50.0,0.378,30.13
1947,Chennai_Urban,two_wheeler,Normal,0.751,0.542,2.32,27.0,91.0,0.443,27.72
1948,Chennai_Urban,two_wheeler,Summer,0.142,0.132,0.89,30.6,65.0,0.173,16.91
1949,Delhi_South,three_wheeler,Monsoon,0.252,0.12,0.68,36.5,50.0,0.202,21.71
1950,Delhi_South,two_wheeler,Summer,0.04,0.39,0.58,43.7,50.0,0.227,19.08
1951,Delhi_North,two_wheeler,Winter,0.464,0.193,0.0,6.3,461.0,0.358,24.33
1952,Chennai_Urban,car,Winter,0.283,0.396,1.67,31.7,91.0,0.271,31.25
1953,Delhi_North,two_wheeler,Winter,0.103,0.317,0.0,12.3,485.0,0.287,21.48
1954,Bengaluru_Urban,two_wheeler,Normal,0.313,0.148,9.91,21.4,116.0,0.263,20.53
1955,Delhi_North,car,Summer,0.366,0.205,1.07,46.9,50.0,0.353,36.19
1956,Delhi_South,car,Monsoon,0.595,0.57,6.2,34.3,50.0,0.417,40.04
1957,Chennai_Urban,two_wheeler,Summer,0.547,0.336,2.16,29.7,69.0,0.34,23.6
1958,Delhi_South,two_wheeler,Summer,0.12,0.344,4.52,39.9,50.0,0.223,18.92
1959,Bengaluru_Urban,car,Normal,0.34,0.116,21.59,22.0,76.0,0.312,33.7
1960,Chennai_Urban,two_wheeler,Winter,0.297,0.285,7.16,33.2,61.0,0.275,20.99
1961,Chennai_Urban,three_wheeler,Summer,0.142,0.201,4.04,28.2,98.0,0.199,21.55
1962,Delhi_South,two_wheeler,Summer,0.192,0.304,0.25,42.1,50.0,0.222,18.87
1963,Delhi_South,two_wheeler,Monsoon,0.069,0.139,27.65,35.8,50.0,0.259,20.37
1964,Chennai_Urban,three_wheeler,Winter,0.306,0.461,0.14,33.4,107.0,0.285,25.66
1965,Delhi_North,two_wheeler,Normal,0.042,0.538,0.0,26.0,190.0,0.22,18.8
1966,Bengaluru_Urban,car,Summer,0.13,0.238,2.56,20.0,110.0,0.197,26.82
1967,Chennai_Urban,car,Monsoon,0.218,0.211,52.23,27.4,74.0,0.417,39.99
1968,Bengaluru_Urban,three_wheeler,Winter,0.161,0.31,10.91,24.5,97.0,0.254,24.19
1969,Bengaluru_Urban,car,Summer,0.509,0.196,13.61,20.4,149.0,0.346,35.78
1970,Delhi_South,car,Normal,0.299,0.467,0.0,27.5,165.0,0.283,31.98
1971,Bengaluru_Urban,two_wheeler,Monsoon,0.45,0.429,11.93,24.0,92.0,0.369,24.74
1972,Bengaluru_Urban,two_wheeler,Normal,0.083,0.2,6.04,29.4,133.0,0.189,17.56
1973,Delhi_North,three_wheeler,Winter,0.171,0.113,0.0,12.0,454.0,0.251,24.05
1974,Bengaluru_Urban,two_wheeler,Winter,0.115,0.21,7.78,21.7,52.0,0.208,18.31
1975,Chennai_Urban,two_wheeler,Winter,0.468,0.218,5.57,28.4,43.0,0.306,22.25
1976,Chennai_Urban,car,Winter,0.354,0.248,6.48,31.1,65.0,0.282,31.91
1977,Bengaluru_Urban,car,Summer,0.34,0.591,11.45,24.0,98.0,0.366,36.96
1978,Delhi_South,three_wheeler,Monsoon,0.147,0.108,219.48,30.7,50.0,0.566,39.15
1979,Bengaluru_Urban,three_wheeler,Normal,0.244,0.497,7.3,20.4,135.0,0.302,26.48
1980,Chennai_Urban,two_wheeler,Normal,0.099,0.438,1.22,25.2,46.0,0.222,18.89
1981,Chennai_Urban,car,Monsoon,0.38,0.396,28.24,34.1,88.0,0.406,39.36
1982,Delhi_North,three_wheeler,Summer,0.136,0.447,0.4,47.4,50.0,0.34,28.3
1983,Delhi_South,car,Normal,0.219,0.443,0.0,30.5,191.0,0.254,30.26
1984,Delhi_North,car,Summer,0.324,0.483,0.65,44.8,50.0,0.353,36.16
1985,Delhi_South,two_wheeler,Monsoon,0.259,0.181,3.46,36.1,50.0,0.228,19.1
1986,Chennai_Urban,two_wheeler,Winter,0.27,0.481,3.2,31.8,112.0,0.29,21.59
1987,Bengaluru_Urban,two_wheeler,Monsoon,0.195,0.283,19.11,23.9,145.0,0.291,21.66
1988,Delhi_South,car,Winter,0.126,0.475,0.0,19.5,256.0,0.233,28.97
1989,Delhi_South,three_wheeler,Normal,0.114,0.495,0.0,22.5,162.0,0.233,23.19
1990,Chennai_Urban,car,Summer,0.034,0.301,4.76,28.8,90.0,0.189,26.37
1991,Delhi_North,two_wheeler,Winter,0.11,0.37,0.0,17.2,340.0,0.227,19.08
1992,Chennai_Urban,car,Summer,0.053,0.059,4.27,28.6,107.0,0.145,23.69
1993,Bengaluru_Urban,car,Winter,0.39,0.298,1.97,25.3,66.0,0.285,32.08
1994,Delhi_South,car,Monsoon,0.268,0.308,9.84,34.5,50.0,0.281,31.89
1995,Delhi_North,car,Normal,0.328,0.129,0.0,25.5,165.0,0.224,28.45
1996,Bengaluru_Urban,two_wheeler,Summer,0.069,0.116,0.63,24.0,120.0,0.146,15.86
1997,Chennai_Urban,three_wheeler,Monsoon,0.601,0.132,54.68,26.9,50.0,0.525,37.21
1998,Delhi_South,car,Monsoon,0.645,0.246,37.56,34.4,50.0,0.493,44.57
1999,Delhi_North,car,Summer,0.256,0.208,0.24,38.2,50.0,0.219,28.16
2000,Chennai_Urban,two_wheeler,Summer,0.425,0.749,3.56,34.1,96.0,0.392,25.66
2001,Chennai_Urban,two_wheeler,Normal,0.396,0.081,0.04,25.2,49.0,0.235,19.4
2002,Delhi_North,car,Winter,0.208,0.481,0.0,9.4,390.0,0.304,33.23
2003,Bengaluru_Urban,three_wheeler,Summer,0.321,0.246,0.05,28.2,149.0,0.246,23.8
2004,Delhi_North,car,Monsoon,0.393,0.147,14.03,31.6,50.0,0.303,33.2
2005,Chennai_Urban,three_wheeler,Normal,0.378,0.302,7.07,27.2,65.0,0.302,26.5
2006,Delhi_North,car,Monsoon,0.244,0.155,1.29,29.6,50.0,0.21,27.57
2007,Delhi_North,car,Monsoon,0.498,0.16,5.69,28.9,50.0,0.304,33.25
2008,Delhi_South,three_wheeler,Winter,0.283,0.457,0.0,13.5,280.0,0.276,25.26
2009,Chennai_Urban,three_wheeler,Summer,0.024,0.22,4.97,31.3,119.0,0.171,20.21
2010,Delhi_North,two_wheeler,Winter,0.1,0.733,0.0,8.3,292.0,0.277,21.07
2011,Chennai_Urban,car,Monsoon,0.259,0.694,16.44,30.0,64.0,0.382,37.94
2012,Bengaluru_Urban,car,Monsoon,0.14,0.093,4.85,27.8,143.0,0.18,25.8
2013,Chennai_Urban,two_wheeler,Summer,0.115,0.178,3.14,25.2,59.0,0.183,17.31
2014,Chennai_Urban,three_wheeler,Winter,0.276,0.277,3.31,25.9,47.0,0.251,24.06
2015,Delhi_South,two_wheeler,Summer,0.147,0.401,10.03,44.4,50.0,0.312,22.49
2016,Chennai_Urban,car,Normal,0.134,0.243,17.18,34.1,108.0,0.258,30.45
2017,Bengaluru_Urban,three_wheeler,Summer,0.261,0.123,3.09,20.9,89.0,0.215,22.33
2018,Delhi_South,car,Winter,0.191,0.555,0.0,5.1,383.0,0.31,33.59
2019,Delhi_North,two_wheeler,Winter,0.138,0.085,0.0,9.8,414.0,0.215,18.61
2020,Chennai_Urban,car,Monsoon,0.3,0.128,128.59,34.8,66.0,0.616,51.94
2021,Bengaluru_Urban,two_wheeler,Monsoon,0.27,0.44,27.54,24.0,135.0,0.379,25.16
2022,Delhi_South,two_wheeler,Normal,0.221,0.032,0.0,25.4,226.0,0.173,16.91
2023,Delhi_North,three_wheeler,Winter,0.409,0.232,0.0,10.4,461.0,0.35,28.78
2024,Chennai_Urban,car,Normal,0.56,0.316,6.92,32.6,81.0,0.359,36.53
2025,Chennai_Urban,three_wheeler,Summer,0.142,0.476,18.91,28.3,109.0,0.313,27.04
2026,Delhi_North,car,Winter,0.433,0.245,0.0,13.2,256.0,0.279,31.74
2027,Bengaluru_Urban,three_wheeler,Winter,0.212,0.665,2.55,25.5,74.0,0.307,26.72
2028,Delhi_South,two_wheeler,Summer,0.089,0.31,3.19,47.7,50.0,0.316,22.64
2029,Bengaluru_Urban,two_wheeler,Normal,0.443,0.137,13.72,22.7,150.0,0.315,22.61
2030,Chennai_Urban,two_wheeler,Winter,0.339,0.121,1.98,34.7,114.0,0.234,19.35
2031,Chennai_Urban,three_wheeler,Monsoon,0.1,0.252,37.46,32.6,48.0,0.33,27.85
2032,Delhi_South,car,Winter,0.221,0.475,0.0,5.2,282.0,0.261,30.69
2033,Chennai_Urban,two_wheeler,Summer,0.362,0.287,2.49,25.8,52.0,0.276,21.04
2034,Delhi_South,three_wheeler,Monsoon,0.661,0.722,13.5,33.5,50.0,0.497,35.84
2035,Bengaluru_Urban,car,Winter,0.433,0.38,0.89,24.8,78.0,0.309,33.57
2036,Chennai_Urban,two_wheeler,Summer,0.205,0.353,4.5,29.3,59.0,0.25,20.01
2037,Delhi_South,car,Winter,0.229,0.203,0.0,9.7,448.0,0.284,32.01
2038,Delhi_South,car,Monsoon,0.374,0.253,21.34,34.2,50.0,0.348,35.89
2039,Chennai_Urban,car,Summer,0.069,0.344,3.32,27.0,103.0,0.203,27.17
2040,Delhi_South,two_wheeler,Monsoon,0.036,0.649,19.22,30.1,50.0,0.318,22.7
2041,Delhi_South,car,Summer,0.171,0.31,2.99,45.1,50.0,0.288,32.26
2042,Bengaluru_Urban,three_wheeler,Winter,0.458,0.362,3.71,27.8,54.0,0.325,27.58
2043,Delhi_North,three_wheeler,Winter,0.274,0.336,0.0,10.9,435.0,0.317,27.21
2044,Delhi_North,three_wheeler,Winter,0.444,0.429,0.0,16.5,323.0,0.33,27.86
2045,Bengaluru_Urban,two_wheeler,Summer,0.06,0.287,3.38,25.9,113.0,0.189,17.56
2046,Bengaluru_Urban,car,Monsoon,0.149,0.047,43.35,23.5,118.0,0.328,34.65
2047,Bengaluru_Urban,two_wheeler,Summer,0.349,0.256,1.79,25.9,129.0,0.263,20.52
2048,Delhi_South,three_wheeler,Winter,0.198,0.327,0.0,10.1,276.0,0.225,22.79
2049,Delhi_South,two_wheeler,Winter,0.423,0.073,0.0,12.0,453.0,0.318,22.72
2050,Bengaluru_Urban,three_wheeler,Winter,0.382,0.413,1.9,25.4,131.0,0.305,26.62
2051,Delhi_South,three_wheeler,Monsoon,0.161,0.706,53.26,29.5,50.0,0.503,36.13
2052,Chennai_Urban,two_wheeler,Winter,0.134,0.158,0.33,32.5,97.0,0.173,16.93
2053,Chennai_Urban,two_wheeler,Winter,0.399,0.289,1.51,34.6,95.0,0.283,21.34
2054,Bengaluru_Urban,two_wheeler,Summer,0.115,0.532,10.89,22.3,103.0,0.284,21.38
2055,Delhi_North,three_wheeler,Monsoon,0.34,0.233,17.1,37.8,50.0,0.317,27.22
2056,Delhi_North,three_wheeler,Summer,0.175,0.461,0.1,47.8,50.0,0.361,29.34
2057,Chennai_Urban,three_wheeler,Normal,0.565,0.522,4.76,33.3,113.0,0.393,30.85
2058,Bengaluru_Urban,two_wheeler,Normal,0.178,0.281,2.86,28.2,65.0,0.221,18.85
2059,Chennai_Urban,two_wheeler,Monsoon,0.671,0.21,5.88,27.2,84.0,0.367,24.68
2060,Chennai_Urban,two_wheeler,Summer,0.312,0.656,1.59,28.7,47.0,0.331,23.24
2061,Bengaluru_Urban,two_wheeler,Normal,0.512,0.461,12.6,22.3,130.0,0.396,25.85
2062,Delhi_North,car,Monsoon,0.137,0.201,49.31,36.4,50.0,0.379,37.71
2063,Delhi_North,two_wheeler,Monsoon,0.503,0.127,11.63,36.6,50.0,0.323,22.91
2064,Chennai_Urban,two_wheeler,Normal,0.275,0.11,0.28,31.0,107.0,0.206,18.23
2065,Bengaluru_Urban,two_wheeler,Winter,0.281,0.367,3.01,20.5,65.0,0.27,20.8
2066,Chennai_Urban,two_wheeler,Normal,0.12,0.48,1.48,27.2,48.0,0.238,19.52
2067,Chennai_Urban,two_wheeler,Normal,0.102,0.586,3.79,31.1,95.0,0.263,20.53
2068,Delhi_South,three_wheeler,Monsoon,0.149,0.391,38.71,35.8,50.0,0.378,30.13
2069,Delhi_South,car,Normal,0.427,0.61,0.0,27.4,189.0,0.35,36.01
2070,Bengaluru_Urban,three_wheeler,Summer,0.351,0.328,17.06,27.2,114.0,0.339,28.28
2071,Bengaluru_Urban,three_wheeler,Winter,0.218,0.156,5.17,22.8,97.0,0.217,22.43
2072,Delhi_South,two_wheeler,Monsoon,0.039,0.642,2.56,34.5,50.0,0.25,20.01
2073,Bengaluru_Urban,car,Winter,0.113,0.249,6.85,29.1,124.0,0.211,27.67
2074,Delhi_South,three_wheeler,Normal,0.081,0.41,0.0,26.0,218.0,0.206,21.89
2075,Chennai_Urban,two_wheeler,Winter,0.604,0.281,3.04,27.9,63.0,0.349,23.98
2076,Delhi_South,two_wheeler,Normal,0.25,0.23,0.0,25.5,234.0,0.221,18.84
2077,Bengaluru_Urban,car,Summer,0.543,0.331,2.79,27.5,126.0,0.34,35.4
2078,Chennai_Urban,three_wheeler,Winter,0.213,0.161,0.95,31.4,95.0,0.2,21.6
2079,Delhi_South,car,Normal,0.043,0.325,0.0,30.4,244.0,0.178,25.68
2080,Delhi_North,car,Winter,0.702,0.249,0.0,9.9,290.0,0.36,36.61
2081,Delhi_South,three_wheeler,Summer,0.147,0.596,1.64,35.8,50.0,0.27,24.96
2082,Chennai_Urban,three_wheeler,Summer,0.197,0.617,4.95,28.3,54.0,0.302,26.51
2083,Chennai_Urban,three_wheeler,Monsoon,0.564,0.209,8.26,29.9,112.0,0.344,28.51
2084,Delhi_South,car,Winter,0.42,0.175,0.0,18.1,303.0,0.263,30.76
2085,Bengaluru_Urban,two_wheeler,Monsoon,0.298,0.134,44.68,29.4,86.0,0.395,25.8
2086,Bengaluru_Urban,car,Summer,0.247,0.037,5.25,27.6,118.0,0.203,27.16
2087,Delhi_North,car,Monsoon,0.511,0.272,47.05,29.7,50.0,0.496,44.76
2088,Bengaluru_Urban,car,Normal,0.206,0.645,9.53,20.6,55.0,0.329,34.73
2089,Delhi_North,two_wheeler,Summer,0.289,0.725,0.11,38.9,50.0,0.332,23.29
2090,Bengaluru_Urban,car,Winter,0.721,0.512,0.19,27.6,88.0,0.42,40.18
2091,Delhi_North,car,Monsoon,0.293,0.107,6.41,32.0,50.0,0.235,29.1
2092,Delhi_North,car,Summer,0.42,0.44,0.18,46.5,50.0,0.405,39.28
2093,Bengaluru_Urban,three_wheeler,Winter,0.069,0.038,5.05,26.2,72.0,0.149,19.13
2094,Bengaluru_Urban,three_wheeler,Monsoon,0.316,0.536,39.49,25.8,87.0,0.46,34.08
2095,Chennai_Urban,two_wheeler,Summer,0.419,0.613,4.03,33.0,79.0,0.365,24.58
2096,Bengaluru_Urban,two_wheeler,Normal,0.322,0.162,30.7,21.7,88.0,0.352,24.07
2097,Chennai_Urban,three_wheeler,Summer,0.328,0.349,9.97,33.5,88.0,0.308,26.79
2098,Bengaluru_Urban,three_wheeler,Summer,0.297,0.787,5.65,20.6,137.0,0.369,29.71
2099,Delhi_North,two_wheeler,Monsoon,0.21,0.212,18.05,36.0,50.0,0.278,21.1
2100,Bengaluru_Urban,car,Summer,0.029,0.198,8.95,22.8,52.0,0.184,26.06
2101,Chennai_Urban,car,Winter,0.107,0.401,4.78,33.5,63.0,0.231,28.88
2102,Chennai_Urban,three_wheeler,Normal,0.206,0.239,3.5,27.4,114.0,0.224,22.74
2103,Chennai_Urban,three_wheeler,Winter,0.212,0.446,12.68,25.9,68.0,0.304,26.57
2104,Delhi_North,two_wheeler,Summer,0.401,0.248,0.91,46.3,50.0,0.359,24.37
2105,Delhi_South,car,Normal,0.253,0.445,0.0,28.4,224.0,0.265,30.89
2106,Delhi_North,two_wheeler,Winter,0.197,0.337,0.0,18.0,488.0,0.321,22.83
2107,Bengaluru_Urban,car,Summer,0.262,0.387,4.37,23.6,60.0,0.274,31.42
2108,Delhi_South,three_wheeler,Winter,0.134,0.646,0.0,19.3,460.0,0.349,28.76
2109,Bengaluru_Urban,two_wheeler,Monsoon,0.585,0.305,23.7,30.0,54.0,0.431,27.25
2110,Delhi_South,car,Monsoon,0.053,0.545,13.47,37.7,50.0,0.279,31.73
2111,Bengaluru_Urban,car,Winter,0.353,0.085,24.05,25.4,113.0,0.319,34.15
2112,Bengaluru_Urban,car,Monsoon,0.248,0.238,12.2,22.3,67.0,0.271,31.24
2113,Delhi_South,two_wheeler,Winter,0.242,0.036,0.0,14.5,347.0,0.203,18.13
2114,Chennai_Urban,two_wheeler,Winter,0.159,0.067,15.95,30.4,56.0,0.225,18.99
2115,Delhi_North,two_wheeler,Monsoon,0.725,0.183,6.04,34.7,50.0,0.378,25.14
2116,Delhi_North,three_wheeler,Monsoon,0.471,0.357,86.65,35.3,50.0,0.659,43.65
2117,Delhi_North,two_wheeler,Summer,0.406,0.175,4.93,36.6,50.0,0.277,21.06
2118,Chennai_Urban,three_wheeler,Winter,0.41,0.34,4.12,26.9,95.0,0.307,26.76
2119,Chennai_Urban,car,Monsoon,0.01,0.552,25.44,28.0,47.0,0.315,33.9
2120,Chennai_Urban,three_wheeler,Normal,0.425,0.229,27.6,33.5,81.0,0.384,30.41
2121,Delhi_South,two_wheeler,Normal,0.149,0.488,0.0,28.3,234.0,0.242,19.69
2122,Delhi_South,three_wheeler,Winter,0.266,0.367,0.0,17.6,340.0,0.273,25.12
2123,Delhi_South,two_wheeler,Normal,0.316,0.11,0.0,23.1,177.0,0.217,18.67
2124,Bengaluru_Urban,two_wheeler,Normal,0.307,0.369,26.22,29.8,73.0,0.371,24.83
2125,Chennai_Urban,two_wheeler,Winter,0.329,0.535,2.07,29.4,63.0,0.314,22.55
2126,Chennai_Urban,three_wheeler,Winter,0.232,0.114,15.93,30.8,42.0,0.256,24.3
2127,Chennai_Urban,two_wheeler,Winter,0.221,0.466,2.74,31.9,108.0,0.271,20.82
2128,Bengaluru_Urban,three_wheeler,Summer,0.071,0.19,0.97,25.3,105.0,0.163,19.84
2129,Chennai_Urban,car,Monsoon,0.089,0.56,31.15,31.3,114.0,0.363,36.79
2130,Delhi_North,car,Normal,0.206,0.557,0.0,24.0,198.0,0.273,31.4
2131,Chennai_Urban,three_wheeler,Summer,0.211,0.036,1.75,29.9,66.0,0.177,20.52
2132,Delhi_South,two_wheeler,Monsoon,0.534,0.365,53.67,31.6,50.0,0.548,31.92
2133,Chennai_Urban,three_wheeler,Summer,0.269,0.85,11.57,30.0,61.0,0.397,31.05
2134,Bengaluru_Urban,three_wheeler,Winter,0.239,0.189,3.73,23.6,82.0,0.224,22.77
2135,Delhi_North,three_wheeler,Summer,0.1,0.512,1.22,43.0,50.0,0.258,24.39
2136,Chennai_Urban,two_wheeler,Normal,0.385,0.266,2.95,29.3,65.0,0.28,21.22
2137,Delhi_South,two_wheeler,Monsoon,0.088,0.337,5.83,28.5,50.0,0.217,18.69
2138,Delhi_North,two_wheeler,Normal,0.043,0.568,0.0,28.5,238.0,0.226,19.06
2139,Chennai_Urban,three_wheeler,Normal,0.364,0.221,7.03,33.8,115.0,0.281,25.51
2140,Bengaluru_Urban,two_wheeler,Monsoon,0.402,0.14,25.37,23.3,146.0,0.35,24.0
2141,Bengaluru_Urban,two_wheeler,Winter,0.039,0.339,17.54,22.3,89.0,0.25,19.99
2142,Chennai_Urban,three_wheeler,Monsoon,0.337,0.263,186.53,26.1,62.0,0.654,43.38
2143,Delhi_North,three_wheeler,Normal,0.264,0.096,0.0,24.3,194.0,0.198,21.52
2144,Delhi_South,car,Winter,0.775,0.501,0.0,15.4,252.0,0.433,40.95
2145,Chennai_Urban,car,Normal,0.514,0.426,0.92,33.6,61.0,0.343,35.58
2146,Bengaluru_Urban,three_wheeler,Normal,0.483,0.377,1.44,26.6,56.0,0.326,27.65
2147,Delhi_North,two_wheeler,Normal,0.136,0.455,0.0,29.5,223.0,0.232,19.27
2148,Chennai_Urban,three_wheeler,Normal,0.797,0.732,9.74,26.3,85.0,0.524,37.17
2149,Delhi_South,three_wheeler,Summer,0.089,0.468,1.23,38.9,50.0,0.225,22.81
2150,Delhi_North,car,Monsoon,0.27,0.152,7.42,36.9,50.0,0.241,29.47
2151,Bengaluru_Urban,car,Monsoon,0.157,0.568,7.28,22.2,90.0,0.29,32.4
2152,Chennai_Urban,car,Winter,0.436,0.348,2.8,29.0,58.0,0.311,33.69
2153,Delhi_South,car,Summer,0.363,0.476,6.93,41.3,50.0,0.332,34.9
2154,Chennai_Urban,three_wheeler,Normal,0.116,0.127,0.05,26.7,59.0,0.16,19.69
2155,Delhi_South,car,Summer,0.352,0.056,5.6,35.7,50.0,0.239,29.35
2156,Delhi_South,three_wheeler,Monsoon,0.231,0.684,65.84,33.6,50.0,0.57,39.34
2157,Delhi_South,car,Monsoon,0.173,0.402,10.62,32.8,50.0,0.275,31.5
2158,Bengaluru_Urban,two_wheeler,Normal,0.221,0.219,1.03,21.8,64.0,0.214,18.57
2159,Bengaluru_Urban,two_wheeler,Summer,0.328,0.749,8.29,24.8,106.0,0.381,25.25
2160,Bengaluru_Urban,two_wheeler,Monsoon,0.299,0.586,41.37,20.0,89.0,0.472,28.89
2161,Delhi_South,two_wheeler,Normal,0.117,0.495,0.0,31.0,236.0,0.234,19.36
2162,Bengaluru_Urban,car,Summer,0.269,0.489,15.15,29.4,134.0,0.339,35.36
2163,Delhi_North,three_wheeler,Monsoon,0.478,0.182,29.95,29.7,50.0,0.399,31.18
2164,Chennai_Urban,three_wheeler,Normal,0.177,0.372,4.1,26.1,60.0,0.244,23.71
2165,Delhi_North,three_wheeler,Normal,0.128,0.284,0.0,25.1,158.0,0.195,21.38
2166,Chennai_Urban,car,Normal,0.536,0.285,7.78,34.6,98.0,0.349,35.93
2167,Chennai_Urban,three_wheeler,Summer,0.186,0.433,24.68,28.2,94.0,0.341,28.37
2168,Bengaluru_Urban,car,Monsoon,0.11,0.256,18.75,23.3,51.0,0.259,30.55
2169,Chennai_Urban,car,Monsoon,0.339,0.64,58.48,33.1,104.0,0.564,48.81
2170,Delhi_North,car,Winter,0.369,0.558,0.0,15.6,271.0,0.322,34.34
2171,Delhi_South,three_wheeler,Normal,0.218,0.39,0.0,31.6,208.0,0.244,23.69
2172,Delhi_South,car,Normal,0.201,0.412,0.0,30.1,151.0,0.243,29.57
2173,Chennai_Urban,two_wheeler,Winter,0.109,0.054,1.42,26.8,118.0,0.149,15.96
2174,Delhi_South,two_wheeler,Normal,0.399,0.408,0.0,23.4,219.0,0.301,22.06
2175,Chennai_Urban,three_wheeler,Winter,0.105,0.054,1.64,30.1,53.0,0.149,19.15
2176,Bengaluru_Urban,two_wheeler,Normal,0.195,0.175,16.29,22.9,57.0,0.259,20.35
2177,Delhi_North,three_wheeler,Monsoon,0.613,0.342,48.1,34.7,50.0,0.545,38.14
2178,Delhi_North,three_wheeler,Winter,0.281,0.541,0.0,6.0,379.0,0.332,27.94
2179,Delhi_North,three_wheeler,Monsoon,0.279,0.433,33.25,37.2,50.0,0.403,31.36
2180,Bengaluru_Urban,two_wheeler,Winter,0.251,0.13,7.27,27.0,62.0,0.23,19.21
2181,Delhi_South,three_wheeler,Winter,0.268,0.219,0.0,18.8,259.0,0.224,22.76
2182,Delhi_South,car,Monsoon,0.391,0.248,40.01,36.0,50.0,0.427,40.62
2183,Bengaluru_Urban,three_wheeler,Summer,0.577,0.26,0.29,20.4,133.0,0.326,27.67
2184,Delhi_South,car,Normal,0.083,0.418,0.0,29.6,193.0,0.209,27.51
2185,Delhi_North,two_wheeler,Summer,0.38,0.178,1.52,40.6,50.0,0.256,20.24
2186,Chennai_Urban,three_wheeler,Normal,0.259,0.153,7.33,25.3,98.0,0.238,23.41
